PredictedValue,PredictionConfidence,Order Priority,Customer Segment,Product Category,Product Sub Category,Product Container,Product Name,Profit,Quantity Ordered,Sales,Gross Unit Price,Shipping Cost,Ship Mode,Ship Date,City,Order Line ID,# of Order Lines,Order ID,# of Orders,Customer ID,# of Customers,Customer Name,Grouped Sub Category,Discount,Order Date,{Row Count}
Delivered,1,Critical,Home Office,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,-263.62,5,563.09,122.41,56.14,Delivery Truck,'2013-01-16',Vijayawada,4348,4348,89704,89704,1636,1636,Sidney Greenberg,Computer & Electronics,34.82,'2013-01-13 05:32:07.000',1
Delivered,0.99,Critical,Small Business,Office Supplies,Appliances,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,-41.95,7,52.81,8.2,9.23,Regular Air,'2013-01-16',Voronezh,2055,2055,88666,88666,772,772,Jean Webster,Furniture,3.2,'2013-01-13 09:00:14.000',1
Refunded,0.64,Not Specified,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 336,-14.09,4,17.72,4.52,0.94,Regular Air,'2013-01-15',Madison,8921,8921,86507,86507,3226,3226,Arthur Gold,Stationery,0.34,'2013-01-13 10:16:51.000',1
Delivered,0.53,Low,Home Office,Office Supplies,Paper,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",50.41,12,77.18,6.7,1.02,Regular Air,'2013-01-20',Shanghai,8347,8347,89128,89128,3035,3035,Tina Evans,Stationery,2.2,'2013-01-14 13:12:46.000',1
Delivered,0.91,High,Home Office,Furniture,Office Furnishings,Small Box,"6"" Cubicle Wall Clock, Black",15.44,6,47.14,8.54,7.96,Express Air,'2013-01-16',Bangalore,4337,4337,90530,90530,1632,1632,Lori Wolfe,Furniture,2.12,'2013-01-14 00:22:22.000',1
Refunded,0.58,Medium,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",2.4,2,13.97,7.43,2.17,Regular Air,'2013-01-17',Edinburgh,377,377,91086,91086,145,145,Rhonda Ivey,Stationery,0.55,'2013-01-15 01:57:46.000',1
Refunded,0.7,Not Specified,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,-41.4,48,435.84,9.08,6.19,Regular Air,'2013-01-15',Chicago,3688,3688,37729,37729,1402,1402,Wesley Tate,Stationery,14.62,'2013-01-14 09:52:16.000',1
Refunded,0.93,Not Specified,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,-32.09,12,108.96,9.08,6.19,Regular Air,'2013-01-15',Recife,3713,3713,86144,86144,1405,1405,Crystal Floyd,Stationery,2.3,'2013-01-14 08:41:22.000',1
Refunded,0.68,Low,Home Office,Office Supplies,Paper,Small Box,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),-73.33,10,52.07,5.26,4.75,Regular Air,'2013-01-20',Shanghai,8346,8346,89128,89128,3035,3035,Tina Evans,Stationery,0.78,'2013-01-14 11:37:00.000',1
Delivered,0.99,Critical,Consumer,Office Supplies,Paper,Wrap Bag,"TOPS Money Receipt Book, Consecutively Numbered in Red,",43.46,8,66.92,8.45,2.87,Regular Air,'2013-01-18',Milan,8041,8041,86591,86591,2924,2924,Courtney Nelson,Stationery,1.88,'2013-01-15 14:20:00.000',1
Refunded,0.51,Low,Corporate,Technology,Telephones and Communication,Small Box,M70,412.03,6,789.78,132.96,8.99,Regular Air,'2013-01-21',Baltimore,9367,9367,88745,88745,3385,3385,Daniel Richmond,Computer & Electronics,22.5,'2013-01-15 22:44:57.000',1
Refunded,0.68,Medium,Corporate,Office Supplies,Rubber Bands,Wrap Bag,Assorted Color Push Pins,4.06,10,18.62,1.92,0.75,Regular Air,'2013-01-17',Austin,8659,8659,86789,86789,3133,3133,Kristine Singleton,Stationery,0.73,'2013-01-15 04:18:50.000',1
Delivered,1,Critical,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Stockwell Push Pins,2.38,9,18.84,2.3,0.78,Regular Air,'2013-01-18',Merida,4257,4257,89679,89679,1603,1603,Alex Watkins,Stationery,1.03,'2013-01-15 00:09:43.000',1
Delivered,0.64,Low,Corporate,Furniture,Office Furnishings,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",67.66,37,851.77,23.98,8.99,Regular Air,'2013-01-20',Adelaide,1754,1754,22147,22147,667,667,Allison Kirby,Furniture,44.03,'2013-01-15 06:04:31.000',1
Delivered,0.99,Critical,Consumer,Furniture,Office Furnishings,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",-102.75,2,229.56,117.12,13.99,Regular Air,'2013-01-18',Milan,8040,8040,86591,86591,2924,2924,Courtney Nelson,Furniture,7.49,'2013-01-15 04:52:38.000',1
Delivered,0.74,Low,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",-21.26,5,15.07,3.14,2.03,Express Air,'2013-01-16',Charlotte,9366,9366,88745,88745,3385,3385,Daniel Richmond,Stationery,0.63,'2013-01-15 03:10:01.000',1
Refunded,0.81,Medium,Home Office,Office Supplies,Storage & Organization,Small Box,"Fellowes Personal Hanging Folder Files, Navy",-245.2,9,127.62,14.18,5.5,Regular Air,'2013-01-17',Victoria,4521,4521,86338,86338,1697,1697,Holly Osborne,Furniture,1.7,'2013-01-15 02:11:33.000',1
Delivered,1,Critical,Small Business,Furniture,Tables,Jumbo Box,"Bevis Round Conference Table Top, X-Base",-142.32,1,179.75,189.21,29.21,Delivery Truck,'2013-01-18',Merida,4258,4258,89679,89679,1603,1603,Alex Watkins,Furniture,6.62,'2013-01-15 06:23:34.000',1
Refunded,0.66,Low,Corporate,Furniture,Office Furnishings,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",-163.36,9,207.19,23.98,8.99,Regular Air,'2013-01-20',Perth,1747,1747,88677,88677,665,665,Miriam Mueller,Furniture,9.82,'2013-01-15 01:11:29.000',1
Refunded,0.88,Medium,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes Black Plastic Comb Bindings,-52.66,12,66.2,6.13,8.49,Regular Air,'2013-01-17',Charlotte,8658,8658,86789,86789,3133,3133,Kristine Singleton,Stationery,4.68,'2013-01-15 04:10:19.000',1
Refunded,0.53,Medium,Home Office,Office Supplies,Paper,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",8.94,3,12.63,4.43,2.26,Express Air,'2013-01-19',Victoria,4531,4531,90473,90473,1702,1702,Sandra Berry,Stationery,0.45,'2013-01-16 01:00:25.000',1
Delivered,1,Medium,Small Business,Office Supplies,Appliances,Jumbo Drum,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",397.59,6,1973.91,346.3,91.05,Delivery Truck,'2013-01-19',Manchester,951,951,87347,87347,366,366,Patrick Rosenthal,Furniture,83.78,'2013-01-16 02:58:04.000',1
Refunded,0.83,Medium,Corporate,Office Supplies,Envelopes,Small Box,Tyvek Side-Opening Peel & Seel Expanding Envelopes,14.83,1,92.63,95.49,19.99,Regular Air,'2013-01-19',Victoria,5056,5056,90099,90099,1873,1873,Lisa Kim,Stationery,3.37,'2013-01-17 01:15:51.000',1
Refunded,0.89,Medium,Corporate,Office Supplies,Envelopes,Small Box,Security-Tint Envelopes,15.58,18,130.57,8.06,1.39,Regular Air,'2013-01-19',New York City,7150,7150,46884,46884,2618,2618,Amy Hamrick Melvin,Stationery,9.84,'2013-01-16 13:17:10.000',1
Refunded,0.73,Medium,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 309,15.28,25,274.28,12.19,2.36,Regular Air,'2013-01-18',New York City,7152,7152,46884,46884,2618,2618,Amy Hamrick Melvin,Stationery,20.67,'2013-01-16 06:06:50.000',1
Refunded,0.86,Not Specified,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,"Boston Model 1800 Electric Pencil Sharpener, Gray",-64.01,10,282.25,29.71,6.17,Regular Air,'2013-01-18',Marseille,7466,7466,88958,88958,2725,2725,Katharine Hudson,Stationery,11.7,'2013-01-16 10:08:53.000',1
Delivered,0.99,Critical,Small Business,Office Supplies,Labels,Small Box,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",-231.74,10,296.42,32.22,19.99,Regular Air,'2013-01-17',Hobart,1529,1529,86307,86307,592,592,Eva Silverman,Stationery,19.49,'2013-01-16 20:15:31.000',1
Refunded,0.89,Medium,Corporate,Technology,Computer Peripherals,Small Pack,Maxell DVD-RAM Discs,-139.71,8,130.77,17.39,1.99,Regular Air,'2013-01-19',Victoria,4575,4575,90786,90786,1719,1719,Russell W Melton,Computer & Electronics,5.44,'2013-01-16 08:56:44.000',1
Delivered,0.54,Medium,Corporate,Technology,Telephones and Communication,Small Box,6162,-788.29,3,398.88,132.96,2.5,Regular Air,'2013-01-19',New York City,7151,7151,46884,46884,2618,2618,Amy Hamrick Melvin,Computer & Electronics,12.03,'2013-01-16 00:13:42.000',1
Refunded,0.82,Medium,Corporate,Office Supplies,Paper,Small Box,Xerox 1991,-345.8,7,158.58,24.1,8.18,Regular Air,'2013-01-17',Victoria,5057,5057,90099,90099,1873,1873,Lisa Kim,Stationery,7.93,'2013-01-17 02:04:49.000',1
Delivered,1,Critical,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,-51.64,12,21.15,1.78,1.57,Regular Air,'2013-01-19',Perth,1536,1536,86307,86307,593,593,Joel Huffman,Stationery,0.32,'2013-01-16 08:27:39.000',1
Refunded,0.87,Medium,Home Office,Office Supplies,Appliances,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",-35.39,3,44.55,15.63,13.32,Regular Air,'2013-01-20',Victoria,4530,4530,90473,90473,1702,1702,Sandra Berry,Furniture,1.6,'2013-01-16 09:50:08.000',1
Delivered,0.74,High,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Arch Ring Binders,534.98,13,757.3,61.32,1.49,Regular Air,'2013-01-18',Shanghai,6644,6644,89299,89299,2443,2443,Danny Richmond,Stationery,31.27,'2013-01-17 02:15:29.000',1
Delivered,1,Medium,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Leather Executive Chair,1419.99,6,2111.39,370.42,39,Delivery Truck,'2013-01-20',Tijuana,5295,5295,91550,91550,1972,1972,Priscilla Brandon,Furniture,105.87,'2013-01-17 00:15:46.000',1
Refunded,0.83,Medium,Corporate,Technology,Office Machines,Small Box,"AT&T Black Trimline Phone, Model 210",-80.73,5,81.02,16.88,9.4,Express Air,'2013-01-20',Merida,5296,5296,91550,91550,1972,1972,Priscilla Brandon,Computer & Electronics,3.7,'2013-01-17 14:51:41.000',1
Refunded,0.88,Medium,Corporate,Office Supplies,Envelopes,Small Box,"Peel & Seel Recycled Catalog Envelopes, Brown",-28.46,3,35.93,12.22,5.72,Regular Air,'2013-01-19',Merida,5289,5289,91550,91550,1971,1971,Marsha Roy,Stationery,0.93,'2013-01-17 11:18:32.000',1
Delivered,0.99,Critical,Consumer,Office Supplies,Appliances,Small Box,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,660.81,5,996.27,218.96,0.99,Regular Air,'2013-01-21',Richmond,8543,8543,86220,86220,3095,3095,Milton Lindsay,Furniture,55.97,'2013-01-18 05:46:10.000',1
Refunded,0.57,Low,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 340,5.56,10,27.66,3.04,0.7,Regular Air,'2013-01-19',Manchester,676,676,85857,85857,259,259,Edward Pugh,Stationery,1.98,'2013-01-18 11:16:54.000',1
Delivered,1,Critical,Consumer,Technology,Office Machines,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,-121.79,5,633.15,126.63,56.14,Delivery Truck,'2013-01-20',Adelaide,1738,1738,91212,91212,659,659,Marjorie Arthur,Computer & Electronics,7.75,'2013-01-18 12:11:01.000',1
Delivered,0.98,Critical,Consumer,Office Supplies,Paper,Small Box,Computer Printout Paper with Letter-Trim Perforations,-23.39,1,18.02,20.02,9.03,Regular Air,'2013-01-21',Hobart,1736,1736,91212,91212,657,657,Derek McCormick,Stationery,0.82,'2013-01-18 11:25:45.000',1
Delivered,0.98,Critical,Corporate,Office Supplies,Appliances,Small Box,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",-187.35,9,560.51,63.55,3.5,Regular Air,'2013-01-21',Sacramento,8729,8729,86898,86898,3155,3155,Julian Keith Mayer,Furniture,21.36,'2013-01-19 11:14:03.000',1
Refunded,0.91,Medium,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Premier Elliptical Ring Binder, Black",257.73,12,377.73,32.12,1.49,Regular Air,'2013-01-23',Rome,7668,7668,87553,87553,2796,2796,Cindy McLeod,Stationery,12.24,'2013-01-20 16:18:57.000',1
Delivered,0.99,Critical,Home Office,Technology,Computer Peripherals,Small Pack,"Memorex Slim 80 Minute CD-R, 10/Pack",59.22,9,89.16,10.32,1.99,Express Air,'2013-01-22',Recife,3923,3923,87076,87076,1473,1473,Paul Puckett,Computer & Electronics,3.3,'2013-01-20 11:06:03.000',1
Refunded,0.91,Medium,Corporate,Office Supplies,Labels,Small Box,Avery 508,28.87,9,45.69,5.18,0.5,Regular Air,'2013-01-22',New York,7673,7673,87553,87553,2797,2797,Cameron Kendall,Stationery,1.7,'2013-01-20 22:35:33.000',1
Delivered,0.68,Medium,Corporate,Furniture,Office Furnishings,Large Box,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,597.21,10,1078.35,111.17,24.49,Regular Air,'2013-01-22',Shanghai,7800,7800,87316,87316,2855,2855,Vicki Womble,Furniture,48.01,'2013-01-20 07:00:34.000',1
Delivered,1,Not Specified,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4700 Series Mobuisâ„¢ Mid-Back Task Chairs with Adjustable Arms,853.06,8,2885.3,375.69,58.92,Delivery Truck,'2013-01-22',Tijuana,5336,5336,90000,90000,1989,1989,David Weaver,Furniture,128.79,'2013-01-21 00:47:12.000',1
Refunded,0.81,Not Specified,Home Office,Office Supplies,Paper,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,6.45,5,95.96,21.09,8.68,Regular Air,'2013-01-22',Cancun,5337,5337,90000,90000,1989,1989,David Weaver,Stationery,6.46,'2013-01-20 20:49:09.000',1
Refunded,0.92,Medium,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,XtraLife ClearVueâ„¢ Slant-D Ring Binders by Cardinal,-12.44,10,76.08,8.27,4.71,Regular Air,'2013-01-22',Shanghai,7799,7799,87316,87316,2855,2855,Vicki Womble,Stationery,5.11,'2013-01-20 13:30:28.000',1
Delivered,1,High,Small Business,Furniture,Tables,Jumbo Box,Hon iLevelâ„¢ Computer Training Table,-226.52,9,286.6,33.52,45.51,Delivery Truck,'2013-01-23',Manchester,685,685,86297,86297,263,263,Carlos Hess,Furniture,14.51,'2013-01-20 04:36:42.000',1
Refunded,0.86,Medium,Small Business,Office Supplies,Labels,Small Box,Avery 498,24.25,12,34.04,3.05,0.5,Regular Air,'2013-01-24',Osaka,7861,7861,89872,89872,2873,2873,Benjamin Gunter,Stationery,2,'2013-01-21 08:36:30.000',1
Delivered,1,Low,Home Office,Furniture,Bookcases,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4696.56,8,7289.08,929.73,44.55,Delivery Truck,'2013-01-26',Dnipropetrovsk,7962,7962,86925,86925,2896,2896,Anna Ellis,Stationery,296.29,'2013-01-21 01:07:17.000',1
Delivered,0.95,High,Home Office,Technology,Computer Peripherals,Small Box,Motorola SB4200 Cable Modem,708.47,7,1236.57,189.95,19.99,Regular Air,'2013-01-23',Shanghai,6681,6681,89218,89218,2456,2456,Joan Beach,Computer & Electronics,68.78,'2013-01-21 13:22:51.000',1
Delivered,1,Medium,Small Business,Furniture,Tables,Jumbo Box,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",380.83,10,2299,229.9,29.1,Delivery Truck,'2013-01-23',Tokyo,7862,7862,89872,89872,2873,2873,Benjamin Gunter,Furniture,62.3,'2013-01-21 00:26:18.000',1
Delivered,0.72,High,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Twin Loopâ„¢ Wire Binding Elements, 9/16"" Spine, Black",-20.91,9,141.65,16.06,9.73,Regular Air,'2013-01-22',Shanghai,6684,6684,89218,89218,2457,2457,Yvonne Collier,Stationery,4.76,'2013-01-21 05:17:26.000',1
Delivered,0.98,Critical,Home Office,Technology,Computer Peripherals,Small Box,PC Concepts 116 Key Quantum 3000 Keyboard,-19.57,2,63.34,34.8,5.5,Regular Air,'2013-01-23',Nottingham,391,391,89521,89521,151,151,Geoffrey Zhu,Computer & Electronics,3.28,'2013-01-21 11:46:29.000',1
Delivered,0.99,Critical,Corporate,Furniture,Office Furnishings,Small Box,"Career Cubicle Clock, 8 1/4"", Black",-64.01,9,192.69,21.41,14.39,Regular Air,'2013-01-22',Hong Kong,5242,5242,28225,28225,1959,1959,Bonnie Matthews Rowland,Furniture,6.5,'2013-01-21 16:34:30.000',1
Delivered,1,High,Home Office,Furniture,Office Furnishings,Medium Box,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",-875.34,11,1049.22,97.33,39.61,Express Air,'2013-01-23',Shanghai,6682,6682,89218,89218,2456,2456,Joan Beach,Furniture,34.65,'2013-01-21 00:29:47.000',1
Delivered,1,Critical,Corporate,Office Supplies,Storage & Organization,Large Box,"Carina 42""Hx23 3/4""W Media Storage Unit",-395.52,3,253.82,85.46,35,Regular Air,'2013-01-24',Rio de Janeiro,3830,3830,90120,90120,1438,1438,Jean Weiss Diaz,Furniture,4.75,'2013-01-21 15:40:54.000',1
Refunded,0.83,Medium,Small Business,Technology,Computer Peripherals,Small Box,Keytronic 105-Key Spanish Keyboard,-28.08,5,386.5,78.08,12.14,Regular Air,'2013-01-25',Jackson,9245,9245,91296,91296,3350,3350,Amy York,Computer & Electronics,7.82,'2013-01-22 01:57:30.000',1
Refunded,0.92,Not Specified,Consumer,Office Supplies,Paper,Small Box,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",-27.82,11,334.42,32.69,5.76,Regular Air,'2013-01-25',Toronto,4513,4513,90189,90189,1693,1693,Melinda Thornton,Stationery,20.98,'2013-01-22 02:32:17.000',1
Refunded,0.92,Not Specified,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",-28.75,5,36.1,7.22,8.37,Regular Air,'2013-01-24',Vancouver,4512,4512,90189,90189,1692,1692,Rhonda Schroeder,Stationery,0.05,'2013-01-22 01:13:38.000',1
Delivered,0.97,Low,Small Business,Technology,Copiers and Fax,Large Box,Canon PC-428 Personal Copier,703.12,5,1023.64,211.06,24.49,Express Air,'2013-01-26',Libreville,3387,3387,89112,89112,1281,1281,Pauline Denton,Computer & Electronics,46.86,'2013-01-23 05:01:39.000',1
Delivered,0.98,Low,Small Business,Furniture,Chairs & Chairmats,Large Box,Safco Contoured Stacking Chairs,845.67,8,1811.45,251.59,24.49,Regular Air,'2013-01-26',Yaounde,3386,3386,89112,89112,1281,1281,Pauline Denton,Furniture,140.25,'2013-01-23 13:27:46.000',1
Delivered,1,Low,Small Business,Technology,Copiers and Fax,Large Box,Canon PC-428 Personal Copier,380.11,21,4299.29,211.06,24.49,Express Air,'2013-01-26',CÃ_rdoba,3393,3393,29319,29319,1282,1282,Dana Sharpe,Computer & Electronics,201.48,'2013-01-23 22:24:59.000',1
Delivered,1,Low,Small Business,Furniture,Chairs & Chairmats,Large Box,Safco Contoured Stacking Chairs,445.08,30,6792.93,251.59,24.49,Regular Air,'2013-01-26',Buenos Aires,3392,3392,29319,29319,1282,1282,Dana Sharpe,Furniture,533.31,'2013-01-23 00:09:31.000',1
Delivered,0.73,High,Corporate,Office Supplies,Appliances,Medium Box,Holmes Odor Grabber,-13.36,6,90.41,15.22,6.75,Regular Air,'2013-01-24',St. Petersburg,2172,2172,90270,90270,830,830,Douglas Sutton,Furniture,3.16,'2013-01-23 05:57:19.000',1
Refunded,0.66,Low,Small Business,Office Supplies,Appliances,Small Box,Fellowes Command Center 5-outlet power strip,-22.83,1,65.86,71.59,0.99,Regular Air,'2013-01-29',Moscow,2575,2575,89431,89431,997,997,Phillip Pollard,Furniture,2.58,'2013-01-23 00:40:36.000',1
Refunded,0.85,Medium,Home Office,Office Supplies,Appliances,Medium Box,Harmony HEPA Quiet Air Purifiers,-27.97,6,73.36,12.35,6.96,Regular Air,'2013-01-26',Vancouver,6220,6220,85947,85947,2283,2283,Nancy Holden,Furniture,0.59,'2013-01-23 13:00:44.000',1
Refunded,0.92,Not Specified,Consumer,Technology,Telephones and Communication,Small Box,5170i,17.07,4,478.66,132.96,8.99,Regular Air,'2013-01-28',Gurgaon,5360,5360,90333,90333,1997,1997,Harriet Bowman,Computer & Electronics,29.27,'2013-01-24 10:12:30.000',1
Delivered,0.72,High,Consumer,Furniture,Office Furnishings,Small Pack,Nu-Dell Leatherette Frames,79.53,8,117.41,15.13,5,Regular Air,'2013-01-27',Recife,3593,3593,89595,89595,1360,1360,Arlene Gibbons,Furniture,3.89,'2013-01-25 15:10:19.000',1
Delivered,1,High,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Stack Chair without Arms, Black",55.6,4,106.39,27.42,14.36,Delivery Truck,'2013-01-27',Nantes,8730,8730,86899,86899,3155,3155,Julian Keith Mayer,Furniture,4.54,'2013-01-25 03:45:08.000',1
Delivered,0.92,High,Corporate,Technology,Office Machines,Medium Box,Canon MP41DH Printing Calculator,-3.81,8,1172.74,159.34,13.99,Express Air,'2013-01-27',Hartford,8722,8722,86899,86899,3154,3154,Faye Manning,Computer & Electronics,73.59,'2013-01-25 13:28:00.000',1
Delivered,0.99,High,Corporate,Office Supplies,Storage & Organization,Large Box,Fellowes Neat Ideas Storage Cubes,-322.14,10,308.52,34.28,35,Regular Air,'2013-01-27',El Paso,8731,8731,86899,86899,3155,3155,Julian Keith Mayer,Furniture,22.91,'2013-01-25 05:48:25.000',1
Delivered,1,Medium,Consumer,Furniture,Office Furnishings,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,-1855.93,12,1059.95,96.01,56.2,Regular Air,'2013-01-28',Bogota,5198,5198,86331,86331,1946,1946,Teresa Wallace,Furniture,71.29,'2013-01-25 16:54:18.000',1
Refunded,0.85,Medium,Consumer,Office Supplies,Paper,Small Box,Xerox 1947,-35.92,3,17.6,6.31,5.35,Regular Air,'2013-01-28',Bogota,5199,5199,86331,86331,1946,1946,Teresa Wallace,Stationery,1.1,'2013-01-25 14:04:00.000',1
Delivered,0.98,Critical,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,264.81,10,450.27,46.42,8.99,Regular Air,'2013-01-29',Marseille,8176,8176,86544,86544,2980,2980,Joanna Kenney,Stationery,13.95,'2013-01-26 00:07:26.000',1
Delivered,0.78,Not Specified,Home Office,Technology,Telephones and Communication,Small Box,V70,963.63,10,2000.08,217.4,2.5,Regular Air,'2013-01-28',Vancouver,6210,6210,85948,85948,2281,2281,Monica Harvey,Computer & Electronics,113.3,'2013-01-26 22:23:06.000',1
